species,cell,scenario,delta
Quercus kelloggii,17,2061-2080_rcp85_MIROC5,-0.5496226251125336
Quercus kelloggii,18,2061-2080_rcp85_MIROC5,-0.3778129816055298
Quercus kelloggii,19,2061-2080_rcp85_MIROC5,-0.26213860511779785
Quercus lobata,1,2061-2080_rcp45_CanESM2,-0.4663470107479952
Quercus lobata,2,2061-2080_rcp45_CanESM2,-0.44681453483644873
Quercus lobata,3,2061-2080_rcp45_CanESM2,-0.4440329693024978
Quercus lobata,4,2061-2080_rcp45_CanESM2,-0.433690938167274
Quercus lobata,5,2061-2080_rcp45_CanESM2,-0.39062608778476715
Quercus lobata,6,2061-2080_rcp45_CanESM2,-0.3615414947271347
Quercus lobata,7,2061-2080_rcp45_CanESM2,-0.43545421957969666
Quercus lobata,8,2061-2080_rcp45_CanESM2,-0.5184505954384804
Quercus lobata,9,2061-2080_rcp45_CanESM2,-0.3893860951066017
Quercus lobata,10,2061-2080_rcp45_CanESM2,-0.3001851737499237
Quercus lobata,11,2061-2080_rcp45_CanESM2,-0.3250250518321991
Quercus lobata,12,2061-2080_rcp45_CanESM2,-0.3686235696077347
Quercus lobata,13,2061-2080_rcp45_CanESM2,-0.4600652491208166
Quercus lobata,14,2061-2080_rcp45_CanESM2,-0.4699373785406351
Quercus lobata,15,2061-2080_rcp45_CanESM2,-0.47306667920202017
Quercus lobata,16,2061-2080_rcp45_CanESM2,-0.47507720068097115
Quercus lobata,17,2061-2080_rcp45_CanESM2,-0.46754173189401627
Quercus lobata,18,2061-2080_rcp45_CanESM2,-0.4339718222618103
Quercus lobata,19,2061-2080_rcp45_CanESM2,-0.3130542039871216
Quercus lobata,1,2061-2080_rcp45_CNRM-CM5,-0.44852636009454727
Quercus lobata,2,2061-2080_rcp45_CNRM-CM5,-0.37979063391685486
Quercus lobata,3,2061-2080_rcp45_CNRM-CM5,-0.3775351941585541
Quercus lobata,4,2061-2080_rcp45_CNRM-CM5,-0.2764565050601959
Quercus lobata,5,2061-2080_rcp45_CNRM-CM5,-0.13706985116004944
Quercus lobata,6,2061-2080_rcp45_CNRM-CM5,-0.09356522560119629
Quercus lobata,7,2061-2080_rcp45_CNRM-CM5,-0.13735464215278625
Quercus lobata,8,2061-2080_rcp45_CNRM-CM5,-0.28068968653678894
Quercus lobata,9,2061-2080_rcp45_CNRM-CM5,-0.11050096154212952
Quercus lobata,10,2061-2080_rcp45_CNRM-CM5,-0.08083981275558472
Quercus lobata,11,2061-2080_rcp45_CNRM-CM5,-0.09534299373626709
Quercus lobata,12,2061-2080_rcp45_CNRM-CM5,-0.13572174310684204
Quercus lobata,13,2061-2080_rcp45_CNRM-CM5,-0.3586607575416565
Quercus lobata,14,2061-2080_rcp45_CNRM-CM5,-0.2923532575368881
Quercus lobata,15,2061-2080_rcp45_CNRM-CM5,-0.29690586030483246
Quercus lobata,16,2061-2080_rcp45_CNRM-CM5,-0.22468861937522888
Quercus lobata,17,2061-2080_rcp45_CNRM-CM5,-0.20157143473625183
Quercus lobata,18,2061-2080_rcp45_CNRM-CM5,-0.135453462600708
Quercus lobata,19,2061-2080_rcp45_CNRM-CM5,-0.09959137439727783
Quercus lobata,1,2061-2080_rcp45_HadGEM2-ES,-0.46562419965630397
Quercus lobata,2,2061-2080_rcp45_HadGEM2-ES,-0.44123665476217866
Quercus lobata,3,2061-2080_rcp45_HadGEM2-ES,-0.43830652721226215
Quercus lobata,4,2061-2080_rcp45_HadGEM2-ES,-0.4078754223883152
Quercus lobata,5,2061-2080_rcp45_HadGEM2-ES,-0.274543434381485
Quercus lobata,6,2061-2080_rcp45_HadGEM2-ES,-0.23321235179901123
Quercus lobata,7,2061-2080_rcp45_HadGEM2-ES,-0.31380265951156616
Quercus lobata,8,2061-2080_rcp45_HadGEM2-ES,-0.4640316739678383
Quercus lobata,9,2061-2080_rcp45_HadGEM2-ES,-0.2715413421392441
Quercus lobata,10,2061-2080_rcp45_HadGEM2-ES,-0.17008766531944275
Quercus lobata,11,2061-2080_rcp45_HadGEM2-ES,-0.1956791877746582
Quercus lobata,12,2061-2080_rcp45_HadGEM2-ES,-0.2544034719467163
Quercus lobata,13,2061-2080_rcp45_HadGEM2-ES,-0.4489342486485839
Quercus lobata,14,2061-2080_rcp45_HadGEM2-ES,-0.43911096081137657
Quercus lobata,15,2061-2080_rcp45_HadGEM2-ES,-0.4421861544251442
Quercus lobata,16,2061-2080_rcp45_HadGEM2-ES,-0.377765491604805
Quercus lobata,17,2061-2080_rcp45_HadGEM2-ES,-0.3563421070575714
Quercus lobata,18,2061-2080_rcp45_HadGEM2-ES,-0.2720136046409607
Quercus lobata,19,2061-2080_rcp45_HadGEM2-ES,-0.19665923714637756
Quercus lobata,1,2061-2080_rcp45_MIROC5,-0.049019038677215576
Quercus lobata,2,2061-2080_rcp45_MIROC5,0.038633882999420166
Quercus lobata,3,2061-2080_rcp45_MIROC5,0.044405341148376465
Quercus lobata,4,2061-2080_rcp45_MIROC5,0.08061489462852478
Quercus lobata,5,2061-2080_rcp45_MIROC5,0.06602585315704346
Quercus lobata,6,2061-2080_rcp45_MIROC5,0.023622453212738037
Quercus lobata,7,2061-2080_rcp45_MIROC5,-0.032782793045043945
Quercus lobata,8,2061-2080_rcp45_MIROC5,-0.08948728442192078
Quercus lobata,9,2061-2080_rcp45_MIROC5,0.07007044553756714
Quercus lobata,10,2061-2080_rcp45_MIROC5,0.021669328212738037
Quercus lobata,11,2061-2080_rcp45_MIROC5,-0.027826309204101563
Quercus lobata,12,2061-2080_rcp45_MIROC5,-0.058087706565856934
Quercus lobata,13,2061-2080_rcp45_MIROC5,0.048973649740219116
Quercus lobata,14,2061-2080_rcp45_MIROC5,0.05100893974304199
Quercus lobata,15,2061-2080_rcp45_MIROC5,0.04688069224357605
Quercus lobata,16,2061-2080_rcp45_MIROC5,0.040223658084869385
Quercus lobata,17,2061-2080_rcp45_MIROC5,0.0068215131759643555
Quercus lobata,18,2061-2080_rcp45_MIROC5,-0.017652690410614014
Quercus lobata,19,2061-2080_rcp45_MIROC5,-0.045504093170166016
Quercus lobata,1,2061-2080_rcp85_CanESM2,-0.4664298283612649
Quercus lobata,2,2061-2080_rcp85_CanESM2,-0.44794643195966444
Quercus lobata,3,2061-2080_rcp85_CanESM2,-0.4451630159093867
Quercus lobata,4,2061-2080_rcp85_CanESM2,-0.44193188748886314
Quercus lobata,5,2061-2080_rcp85_CanESM2,-0.48449641093611717
Quercus lobata,6,2061-2080_rcp85_CanESM2,-0.5263196211308241
Quercus lobata,7,2061-2080_rcp85_CanESM2,-0.5646682134829462
Quercus lobata,8,2061-2080_rcp85_CanESM2,-0.5560732114536222
Quercus lobata,9,2061-2080_rcp85_CanESM2,-0.4843595919664949
Quercus lobata,10,2061-2080_rcp85_CanESM2,-0.5216642469167709
Quercus lobata,11,2061-2080_rcp85_CanESM2,-0.5594174079596996
Quercus lobata,12,2061-2080_rcp85_CanESM2,-0.5693103685043752
Quercus lobata,13,2061-2080_rcp85_CanESM2,-0.462630877387312
Quercus lobata,14,2061-2080_rcp85_CanESM2,-0.47990697413115413
Quercus lobata,15,2061-2080_rcp85_CanESM2,-0.48277567992681725
Quercus lobata,16,2061-2080_rcp85_CanESM2,-0.5041107066281256
Quercus lobata,17,2061-2080_rcp85_CanESM2,-0.5374188644927926
Quercus lobata,18,2061-2080_rcp85_CanESM2,-0.5578852677717805
Quercus lobata,19,2061-2080_rcp85_CanESM2,-0.5673670414835215
Quercus lobata,1,2061-2080_rcp85_CNRM-CM5,-0.4664297414626546
Quercus lobata,2,2061-2080_rcp85_CNRM-CM5,-0.4479448915823241
Quercus lobata,3,2061-2080_rcp85_CNRM-CM5,-0.445156718373255
Quercus lobata,4,2061-2080_rcp85_CNRM-CM5,-0.44173474912531674
Quercus lobata,5,2061-2080_rcp85_CNRM-CM5,-0.47368495631963015
Quercus lobata,6,2061-2080_rcp85_CNRM-CM5,-0.4945595785975456
Quercus lobata,7,2061-2080_rcp85_CNRM-CM5,-0.5600549816153944
Quercus lobata,8,2061-2080_rcp85_CNRM-CM5,-0.5559645013854606
Quercus lobata,9,2061-2080_rcp85_CNRM-CM5,-0.4626056123524904
Quercus lobata,10,2061-2080_rcp85_CNRM-CM5,-0.4101305603981018
Quercus lobata,11,2061-2080_rcp85_CNRM-CM5,-0.5177713260054588
Quercus lobata,12,2061-2080_rcp85_CNRM-CM5,-0.5628102328628302
Quercus lobata,13,2061-2080_rcp85_CNRM-CM5,-0.4626081625192455
Quercus lobata,14,2061-2080_rcp85_CNRM-CM5,-0.47969916807778645
Quercus lobata,15,2061-2080_rcp85_CNRM-CM5,-0.48271039691462647
Quercus lobata,16,2061-2080_rcp85_CNRM-CM5,-0.5027781833196059
Quercus lobata,17,2061-2080_rcp85_CNRM-CM5,-0.5348685239441693
Quercus lobata,18,2061-2080_rcp85_CNRM-CM5,-0.5466396678239107
Quercus lobata,19,2061-2080_rcp85_CNRM-CM5,-0.5442693196237087
Quercus lobata,1,2061-2080_rcp85_HadGEM2-ES,-0.46642982930930327
Quercus lobata,2,2061-2080_rcp85_HadGEM2-ES,-0.4479465321520202
Quercus lobata,3,2061-2080_rcp85_HadGEM2-ES,-0.4451629502839012
Quercus lobata,4,2061-2080_rcp85_HadGEM2-ES,-0.4419282908156674
Quercus lobata,5,2061-2080_rcp85_HadGEM2-ES,-0.4851028156699613
Quercus lobata,6,2061-2080_rcp85_HadGEM2-ES,-0.527914060279727
Quercus lobata,7,2061-2080_rcp85_HadGEM2-ES,-0.5654779957840219
Quercus lobata,8,2061-2080_rcp85_HadGEM2-ES,-0.5561114652100514
Quercus lobata,9,2061-2080_rcp85_HadGEM2-ES,-0.4830651176162064
Quercus lobata,10,2061-2080_rcp85_HadGEM2-ES,-0.5064009763300419
Quercus lobata,11,2061-2080_rcp85_HadGEM2-ES,-0.5642251335084438
Quercus lobata,12,2061-2080_rcp85_HadGEM2-ES,-0.5717076412402093
Quercus lobata,13,2061-2080_rcp85_HadGEM2-ES,-0.46263056847453754
Quercus lobata,14,2061-2080_rcp85_HadGEM2-ES,-0.4799026011760361
Quercus lobata,15,2061-2080_rcp85_HadGEM2-ES,-0.4827810351894186
Quercus lobata,16,2061-2080_rcp85_HadGEM2-ES,-0.504065460190759
Quercus lobata,17,2061-2080_rcp85_HadGEM2-ES,-0.5376785437983926
Quercus lobata,18,2061-2080_rcp85_HadGEM2-ES,-0.5572070928756148
Quercus lobata,19,2061-2080_rcp85_HadGEM2-ES,-0.5723796095699072
Quercus lobata,1,2061-2080_rcp85_MIROC5,-0.4605515245348215
Quercus lobata,2,2061-2080_rcp85_MIROC5,-0.4104837067425251
Quercus lobata,3,2061-2080_rcp85_MIROC5,-0.3843982256948948
Quercus lobata,4,2061-2080_rcp85_MIROC5,-0.2676670402288437
Quercus lobata,5,2061-2080_rcp85_MIROC5,-0.08748137950897217
Quercus lobata,6,2061-2080_rcp85_MIROC5,-0.05969223380088806
Quercus lobata,7,2061-2080_rcp85_MIROC5,-0.23219653964042664
Quercus lobata,8,2061-2080_rcp85_MIROC5,-0.42771321535110474
Quercus lobata,9,2061-2080_rcp85_MIROC5,-0.053683698177337646
Quercus lobata,10,2061-2080_rcp85_MIROC5,-0.0396539568901062
Quercus lobata,11,2061-2080_rcp85_MIROC5,-0.12140780687332153
Quercus lobata,12,2061-2080_rcp85_MIROC5,-0.23003894090652466
Quercus lobata,13,2061-2080_rcp85_MIROC5,-0.3673650845885277
Quercus lobata,14,2061-2080_rcp85_MIROC5,-0.30143584311008453
Quercus lobata,15,2061-2080_rcp85_MIROC5,-0.306669220328331
Quercus lobata,16,2061-2080_rcp85_MIROC5,-0.23266538977622986
Quercus lobata,17,2061-2080_rcp85_MIROC5,-0.22553673386573792
Quercus lobata,18,2061-2080_rcp85_MIROC5,-0.18046286702156067
Quercus lobata,19,2061-2080_rcp85_MIROC5,-0.15887954831123352
Sequoia sempervirens,1,2061-2080_rcp45_CanESM2,-0.8039828538894653
Sequoia sempervirens,2,2061-2080_rcp45_CanESM2,-0.7846618853509426
Sequoia sempervirens,3,2061-2080_rcp45_CanESM2,-0.8037400618195534
Sequoia sempervirens,4,2061-2080_rcp45_CanESM2,-0.7595250084996223
Sequoia sempervirens,5,2061-2080_rcp45_CanESM2,-0.5367659628391266
Sequoia sempervirens,6,2061-2080_rcp45_CanESM2,-0.4952854812145233
Sequoia sempervirens,7,2061-2080_rcp45_CanESM2,-0.6176626086235046
Sequoia sempervirens,8,2061-2080_rcp45_CanESM2,-0.15279999375343323
Sequoia sempervirens,9,2061-2080_rcp45_CanESM2,-0.5250673890113831
Sequoia sempervirens,10,2061-2080_rcp45_CanESM2,-0.28083401918411255
Sequoia sempervirens,11,2061-2080_rcp45_CanESM2,-0.4204583764076233
Sequoia sempervirens,12,2061-2080_rcp45_CanESM2,-0.359735369682312
Sequoia sempervirens,13,2061-2080_rcp45_CanESM2,-0.8299019411206245
Sequoia sempervirens,14,2061-2080_rcp45_CanESM2,-0.8097040876746178
Sequoia sempervirens,15,2061-2080_rcp45_CanESM2,-0.8079856485128403
Sequoia sempervirens,16,2061-2080_rcp45_CanESM2,-0.777193121612072
Sequoia sempervirens,17,2061-2080_rcp45_CanESM2,-0.72346580773592
Sequoia sempervirens,18,2061-2080_rcp45_CanESM2,-0.6519855707883835
Sequoia sempervirens,19,2061-2080_rcp45_CanESM2,-0.42240601778030396
Sequoia sempervirens,1,2061-2080_rcp45_CNRM-CM5,-0.7082226052880287
Sequoia sempervirens,2,2061-2080_rcp45_CNRM-CM5,-0.6601762920618057
Sequoia sempervirens,3,2061-2080_rcp45_CNRM-CM5,-0.6532717645168304
Sequoia sempervirens,4,2061-2080_rcp45_CNRM-CM5,-0.5216814279556274
Sequoia sempervirens,5,2061-2080_rcp45_CNRM-CM5,-0.09101170301437378
Sequoia sempervirens,6,2061-2080_rcp45_CNRM-CM5,0.00817638635635376
Sequoia sempervirens,7,2061-2080_rcp45_CNRM-CM5,-0.24703478813171387
Sequoia sempervirens,8,2061-2080_rcp45_CNRM-CM5,-0.10238015651702881
Sequoia sempervirens,9,2061-2080_rcp45_CNRM-CM5,-0.0625719428062439
Sequoia sempervirens,10,2061-2080_rcp45_CNRM-CM5,0.16547775268554688
Sequoia sempervirens,11,2061-2080_rcp45_CNRM-CM5,0.034500300884246826
Sequoia sempervirens,12,2061-2080_rcp45_CNRM-CM5,-0.1683361828327179
Sequoia sempervirens,13,2061-2080_rcp45_CNRM-CM5,-0.5398177802562714
Sequoia sempervirens,14,2061-2080_rcp45_CNRM-CM5,-0.41948649287223816
Sequoia sempervirens,15,2061-2080_rcp45_CNRM-CM5,-0.46385622024536133
Sequoia sempervirens,16,2061-2080_rcp45_CNRM-CM5,-0.353985071182251
Sequoia sempervirens,17,2061-2080_rcp45_CNRM-CM5,-0.288441002368927
Sequoia sempervirens,18,2061-2080_rcp45_CNRM-CM5,-0.21593546867370605
Sequoia sempervirens,19,2061-2080_rcp45_CNRM-CM5,-0.09549802541732788
Sequoia sempervirens,1,2061-2080_rcp45_HadGEM2-ES,-0.7912748139351606
Sequoia sempervirens,2,2061-2080_rcp45_HadGEM2-ES,-0.7821371201425791
Sequoia sempervirens,3,2061-2080_rcp45_HadGEM2-ES,-0.8036839663982391
Sequoia sempervirens,4,2061-2080_rcp45_HadGEM2-ES,-0.7713430561125278
Sequoia sempervirens,5,2061-2080_rcp45_HadGEM2-ES,-0.5473191142082214
Sequoia sempervirens,6,2061-2080_rcp45_HadGEM2-ES,-0.4549872875213623
Sequoia sempervirens,7,2061-2080_rcp45_HadGEM2-ES,-0.5024840980768204
Sequoia sempervirens,8,2061-2080_rcp45_HadGEM2-ES,0.05080735683441162
Sequoia sempervirens,9,2061-2080_rcp45_HadGEM2-ES,-0.5512332022190094
Sequoia sempervirens,10,2061-2080_rcp45_HadGEM2-ES,-0.22962555289268494
Sequoia sempervirens,11,2061-2080_rcp45_HadGEM2-ES,-0.332601398229599
Sequoia sempervirens,12,2061-2080_rcp45_HadGEM2-ES,-0.2264043390750885
Sequoia sempervirens,13,2061-2080_rcp45_HadGEM2-ES,-0.8283414915204048
Sequoia sempervirens,14,2061-2080_rcp45_HadGEM2-ES,-0.7977600544691086
Sequoia sempervirens,15,2061-2080_rcp45_HadGEM2-ES,-0.8012202307581902
Sequoia sempervirens,16,2061-2080_rcp45_HadGEM2-ES,-0.7429698035120964
Sequoia sempervirens,17,2061-2080_rcp45_HadGEM2-ES,-0.655487522482872
Sequoia sempervirens,18,2061-2080_rcp45_HadGEM2-ES,-0.5501846373081207
Sequoia sempervirens,19,2061-2080_rcp45_HadGEM2-ES,-0.3327646851539612
Sequoia sempervirens,1,2061-2080_rcp45_MIROC5,-0.24307727813720703
Sequoia sempervirens,2,2061-2080_rcp45_MIROC5,-0.31873342394828796
Sequoia sempervirens,3,2061-2080_rcp45_MIROC5,-0.37960201501846313
Sequoia sempervirens,4,2061-2080_rcp45_MIROC5,-0.39988577365875244
Sequoia sempervirens,5,2061-2080_rcp45_MIROC5,-0.38185155391693115
Sequoia sempervirens,6,2061-2080_rcp45_MIROC5,-0.4401693344116211
Sequoia sempervirens,7,2061-2080_rcp45_MIROC5,-0.35862526297569275
Sequoia sempervirens,8,2061-2080_rcp45_MIROC5,0.1917579174041748
Sequoia sempervirens,9,2061-2080_rcp45_MIROC5,-0.4279271960258484
Sequoia sempervirens,10,2061-2080_rcp45_MIROC5,-0.46689246594905853
Sequoia sempervirens,11,2061-2080_rcp45_MIROC5,-0.4702960103750229
Sequoia sempervirens,12,2061-2080_rcp45_MIROC5,-0.2079879641532898
Sequoia sempervirens,13,2061-2080_rcp45_MIROC5,-0.4664848744869232
Sequoia sempervirens,14,2061-2080_rcp45_MIROC5,-0.4655357301235199
Sequoia sempervirens,15,2061-2080_rcp45_MIROC5,-0.44344189763069153
Sequoia sempervirens,16,2061-2080_rcp45_MIROC5,-0.46801650524139404
Sequoia sempervirens,17,2061-2080_rcp45_MIROC5,-0.4602881371974945
Sequoia sempervirens,18,2061-2080_rcp45_MIROC5,-0.49742618203163147
Sequoia sempervirens,19,2061-2080_rcp45_MIROC5,-0.4444393366575241
Sequoia sempervirens,1,2061-2080_rcp85_CanESM2,-0.8126235511153936
Sequoia sempervirens,2,2061-2080_rcp85_CanESM2,-0.8046227088198066
Sequoia sempervirens,3,2061-2080_rcp85_CanESM2,-0.8294913182035089
Sequoia sempervirens,4,2061-2080_rcp85_CanESM2,-0.8146584760397673
Sequoia sempervirens,5,2061-2080_rcp85_CanESM2,-0.7103897072374821
Sequoia sempervirens,6,2061-2080_rcp85_CanESM2,-0.6840758696198463
Sequoia sempervirens,7,2061-2080_rcp85_CanESM2,-0.6959953121840954
Sequoia sempervirens,8,2061-2080_rcp85_CanESM2,-0.11034944653511047
Sequoia sempervirens,9,2061-2080_rcp85_CanESM2,-0.7359975837171078
Sequoia sempervirens,10,2061-2080_rcp85_CanESM2,-0.6158831529319286
Sequoia sempervirens,11,2061-2080_rcp85_CanESM2,-0.6294985450804234
Sequoia sempervirens,12,2061-2080_rcp85_CanESM2,-0.4293484389781952
Sequoia sempervirens,13,2061-2080_rcp85_CanESM2,-0.885140304453671
Sequoia sempervirens,14,2061-2080_rcp85_CanESM2,-0.8815383510664105
Sequoia sempervirens,15,2061-2080_rcp85_CanESM2,-0.8680386953055859
Sequoia sempervirens,16,2061-2080_rcp85_CanESM2,-0.8526743054389954
Sequoia sempervirens,17,2061-2080_rcp85_CanESM2,-0.8122600931674242
Sequoia sempervirens,18,2061-2080_rcp85_CanESM2,-0.7718173619359732
Sequoia sempervirens,19,2061-2080_rcp85_CanESM2,-0.605359211564064
Sequoia sempervirens,1,2061-2080_rcp85_CNRM-CM5,-0.6393299400806427
Sequoia sempervirens,2,2061-2080_rcp85_CNRM-CM5,-0.6716268509626389
Sequoia sempervirens,3,2061-2080_rcp85_CNRM-CM5,-0.7004704475402832
Sequoia sempervirens,4,2061-2080_rcp85_CNRM-CM5,-0.693667858839035
Sequoia sempervirens,5,2061-2080_rcp85_CNRM-CM5,-0.5552492588758469
Sequoia sempervirens,6,2061-2080_rcp85_CNRM-CM5,-0.5018038600683212
Sequoia sempervirens,7,2061-2080_rcp85_CNRM-CM5,-0.5051795989274979
Sequoia sempervirens,8,2061-2080_rcp85_CNRM-CM5,-0.1605408638715744
Sequoia sempervirens,9,2061-2080_rcp85_CNRM-CM5,-0.5638545751571655
Sequoia sempervirens,10,2061-2080_rcp85_CNRM-CM5,-0.4001418948173523
Sequoia sempervirens,11,2061-2080_rcp85_CNRM-CM5,-0.4591820687055588
Sequoia sempervirens,12,2061-2080_rcp85_CNRM-CM5,-0.2989899218082428
Sequoia sempervirens,13,2061-2080_rcp85_CNRM-CM5,-0.7759074121713638
Sequoia sempervirens,14,2061-2080_rcp85_CNRM-CM5,-0.7542407661676407
Sequoia sempervirens,15,2061-2080_rcp85_CNRM-CM5,-0.7426801770925522
Sequoia sempervirens,16,2061-2080_rcp85_CNRM-CM5,-0.7001578956842422
Sequoia sempervirens,17,2061-2080_rcp85_CNRM-CM5,-0.6462231576442719
Sequoia sempervirens,18,2061-2080_rcp85_CNRM-CM5,-0.5962516665458679
Sequoia sempervirens,19,2061-2080_rcp85_CNRM-CM5,-0.46268264949321747
Sequoia sempervirens,1,2061-2080_rcp85_HadGEM2-ES,-0.7806984074413776
Sequoia sempervirens,2,2061-2080_rcp85_HadGEM2-ES,-0.7866568509489298
Sequoia sempervirens,3,2061-2080_rcp85_HadGEM2-ES,-0.813156932592392
Sequoia sempervirens,4,2061-2080_rcp85_HadGEM2-ES,-0.8039357848465443
Sequoia sempervirens,5,2061-2080_rcp85_HadGEM2-ES,-0.7037299461662769
Sequoia sempervirens,6,2061-2080_rcp85_HadGEM2-ES,-0.655768346041441
Sequoia sempervirens,7,2061-2080_rcp85_HadGEM2-ES,-0.4998611956834793
Sequoia sempervirens,8,2061-2080_rcp85_HadGEM2-ES,-0.2505311369895935
Sequoia sempervirens,9,2061-2080_rcp85_HadGEM2-ES,-0.7310242652893066
Sequoia sempervirens,10,2061-2080_rcp85_HadGEM2-ES,-0.5941184014081955
Sequoia sempervirens,11,2061-2080_rcp85_HadGEM2-ES,-0.5218393355607986
Sequoia sempervirens,12,2061-2080_rcp85_HadGEM2-ES,-0.13085326552391052
Sequoia sempervirens,13,2061-2080_rcp85_HadGEM2-ES,-0.8731274530291557
Sequoia sempervirens,14,2061-2080_rcp85_HadGEM2-ES,-0.8636001218110323
Sequoia sempervirens,15,2061-2080_rcp85_HadGEM2-ES,-0.8485635463148355
Sequoia sempervirens,16,2061-2080_rcp85_HadGEM2-ES,-0.8190856501460075
Sequoia sempervirens,17,2061-2080_rcp85_HadGEM2-ES,-0.7381056249141693
Sequoia sempervirens,18,2061-2080_rcp85_HadGEM2-ES,-0.633226603269577
Sequoia sempervirens,19,2061-2080_rcp85_HadGEM2-ES,-0.35112008452415466
Sequoia sempervirens,1,2061-2080_rcp85_MIROC5,-0.35244467854499817
Sequoia sempervirens,2,2061-2080_rcp85_MIROC5,-0.36587387323379517
Sequoia sempervirens,3,2061-2080_rcp85_MIROC5,-0.40377670526504517
Sequoia sempervirens,4,2061-2080_rcp85_MIROC5,-0.4133380651473999
Sequoia sempervirens,5,2061-2080_rcp85_MIROC5,-0.3213633894920349
Sequoia sempervirens,6,2061-2080_rcp85_MIROC5,-0.27386972308158875
Sequoia sempervirens,7,2061-2080_rcp85_MIROC5,-0.1806471347808838
Sequoia sempervirens,8,2061-2080_rcp85_MIROC5,-0.2792430445551872
Sequoia sempervirens,9,2061-2080_rcp85_MIROC5,-0.36167237162590027
Sequoia sempervirens,10,2061-2080_rcp85_MIROC5,-0.2596113681793213
Sequoia sempervirens,11,2061-2080_rcp85_MIROC5,-0.21511954069137573
Sequoia sempervirens,12,2061-2080_rcp85_MIROC5,-0.017263054847717285
Sequoia sempervirens,13,2061-2080_rcp85_MIROC5,-0.549685150384903
Sequoia sempervirens,14,2061-2080_rcp85_MIROC5,-0.5129401087760925
Sequoia sempervirens,15,2061-2080_rcp85_MIROC5,-0.4520619213581085
Sequoia sempervirens,16,2061-2080_rcp85_MIROC5,-0.43813958764076233
Sequoia sempervirens,17,2061-2080_rcp85_MIROC5,-0.3897635340690613
Sequoia sempervirens,18,2061-2080_rcp85_MIROC5,-0.3091338276863098
Sequoia sempervirens,19,2061-2080_rcp85_MIROC5,-0.15987646579742432
Umbellularia californica,1,2061-2080_rcp45_CanESM2,-0.41599464416503906
Umbellularia californica,2,2061-2080_rcp45_CanESM2,-0.31702089309692383
Umbellularia californica,3,2061-2080_rcp45_CanESM2,-0.3192296624183655
Umbellularia californica,4,2061-2080_rcp45_CanESM2,-0.22817373275756836
Umbellularia californica,5,2061-2080_rcp45_CanESM2,-0.09622669219970703
Umbellularia californica,6,2061-2080_rcp45_CanESM2,-0.06442862749099731
Umbellularia californica,7,2061-2080_rcp45_CanESM2,-0.07296419143676758
Umbellularia californica,8,2061-2080_rcp45_CanESM2,-0.1004335880279541
Umbellularia californica,9,2061-2080_rcp45_CanESM2,-0.09521657228469849
Umbellularia californica,10,2061-2080_rcp45_CanESM2,-0.038582444190979004
Umbellularia californica,11,2061-2080_rcp45_CanESM2,-0.03915971517562866
Umbellularia californica,12,2061-2080_rcp45_CanESM2,-0.04033815860748291
Umbellularia californica,13,2061-2080_rcp45_CanESM2,-0.28146684169769287
Umbellularia californica,14,2061-2080_rcp45_CanESM2,-0.21715092658996582
Umbellularia californica,15,2061-2080_rcp45_CanESM2,-0.21843945980072021
Umbellularia californica,16,2061-2080_rcp45_CanESM2,-0.16414862871170044
Umbellularia californica,17,2061-2080_rcp45_CanESM2,-0.11653584241867065
Umbellularia californica,18,2061-2080_rcp45_CanESM2,-0.08220219612121582
Umbellularia californica,19,2061-2080_rcp45_CanESM2,-0.034218430519104004
Umbellularia californica,1,2061-2080_rcp45_CNRM-CM5,-0.16398859024047852
Umbellularia californica,2,2061-2080_rcp45_CNRM-CM5,-0.11241960525512695
Umbellularia californica,3,2061-2080_rcp45_CNRM-CM5,-0.11465930938720703
Umbellularia californica,4,2061-2080_rcp45_CNRM-CM5,-0.07327860593795776
Umbellularia californica,5,2061-2080_rcp45_CNRM-CM5,-0.024250924587249756
Umbellularia californica,6,2061-2080_rcp45_CNRM-CM5,-0.008411228656768799
Umbellularia californica,7,2061-2080_rcp45_CNRM-CM5,-0.010316669940948486
Umbellularia californica,8,2061-2080_rcp45_CNRM-CM5,-0.022874116897583008
Umbellularia californica,9,2061-2080_rcp45_CNRM-CM5,-0.021451354026794434
Umbellularia californica,10,2061-2080_rcp45_CNRM-CM5,-0.0014268159866333008
Umbellularia californica,11,2061-2080_rcp45_CNRM-CM5,5.372166633605957e-4
Umbellularia californica,12,2061-2080_rcp45_CNRM-CM5,-0.0017414093017578125
Umbellularia californica,13,2061-2080_rcp45_CNRM-CM5,-0.09690439701080322
Umbellularia californica,14,2061-2080_rcp45_CNRM-CM5,-0.06873095035552979
Umbellularia californica,15,2061-2080_rcp45_CNRM-CM5,-0.06830531358718872
Umbellularia californica,16,2061-2080_rcp45_CNRM-CM5,-0.04609799385070801
Umbellularia californica,17,2061-2080_rcp45_CNRM-CM5,-0.03211677074432373
Umbellularia californica,18,2061-2080_rcp45_CNRM-CM5,-0.01601332426071167
Umbellularia californica,19,2061-2080_rcp45_CNRM-CM5,5.08725643157959e-4
Umbellularia californica,1,2061-2080_rcp45_HadGEM2-ES,-0.29211509227752686
Umbellularia californica,2,2061-2080_rcp45_HadGEM2-ES,-0.22001612186431885
Umbellularia californica,3,2061-2080_rcp45_HadGEM2-ES,-0.22163599729537964
Umbellularia californica,4,2061-2080_rcp45_HadGEM2-ES,-0.15481585264205933
